735588,20131221,    24,  1, 123,     7, -1, 108
735588,20131221,    25,  1, 110,    19, -1, 107
735588,20131221,    10,  1, 102,    14, -1,  83
735588,20131221,    13,  1, 112,     8, -1,  91
735589,20131222,    12,  1, 106,     2, -1,  79
735589,20131222,    28, -1, 104,    21,  1,  98
735589,20131222,    13,  1, 120,    18, -1, 116
735590,20131223,     4,  1, 111,    17, -1, 110
735590,20131223,     9, -1, 115,     6,  1,  92
735590,20131223,    20, -1, 103,    22,  1,  98
735590,20131223,    12, -1, 103,     3,  1,  86
735590,20131223,    16,  1, 121,     1, -1, 119
735590,20131223,     7, -1, 111,    11,  1, 104
735590,20131223,    15,  1, 104,    29, -1,  94
735590,20131223,    27,  1, 112,    28, -1,  99
735590,20131223,    10, -1,  89,     8,  1,  81
735590,20131223,    24,  1, 117,    14, -1,  90
735590,20131223,    19, -1, 113,    26,  1, 100
735592,20131225,     5, -1,  95,     3,  1,  78
735592,20131225,    21, -1, 123,    20,  1,  94
735592,20131225,    16, -1, 101,    14,  1,  95
735592,20131225,    11, -1, 111,    27,  1,  98
735592,20131225,    10,  1, 105,    13, -1, 103
735593,20131226,     1, -1, 127,     6,  1, 125
735593,20131226,    11,  1, 100,    15, -1,  92
735593,20131226,    27, -1, 116,     7,  1, 107
735593,20131226,    25,  1, 116,    13, -1, 112
735594,20131227,    21, -1,  89,     4,  1,  85
735594,20131227,    22,  1, 109,     9, -1,  92
735594,20131227,     3,  1, 104,    17, -1,  93
735594,20131227,    28, -1,  95,    20,  1,  83
735594,20131227,    18,  1, 120,    30, -1,  98
735594,20131227,    19,  1, 105,     8, -1,  89
735594,20131227,    29,  1, 105,    14, -1, 103
735594,20131227,    26,  1, 108,    16, -1, 103
735594,20131227,    10,  1, 115,    24, -1,  86
735595,20131228,     2,  1, 103,     6, -1, 100
735595,20131228,    12,  1, 105,     3, -1,  91
735595,20131228,    28,  1, 115,    20, -1, 100
735595,20131228,    30,  1, 106,     9, -1,  82
735595,20131228,     1,  1, 118,     4, -1, 116
735595,20131228,     7, -1, 105,     5,  1,  83
735595,20131228,    11,  1, 107,    19, -1,  98
735595,20131228,    15,  1, 120,     8, -1,  99
735595,20131228,    18, -1, 117,    17,  1,  95
735595,20131228,    24,  1, 115,    23, -1, 101
735595,20131228,    16, -1, 108,    25,  1, 107
735595,20131228,    13,  1,  98,    29, -1,  90
735596,20131229,    10, -1, 108,     6,  1, 104
735596,20131229,    22,  1, 109,     1, -1, 102
735596,20131229,    21,  1, 117,    11, -1,  86
735596,20131229,    27,  1, 112,    26, -1, 104
735596,20131229,    23, -1, 111,    14,  1, 104
735597,20131230,    30, -1, 106,     9,  1,  99
735597,20131230,     5, -1,  95,    15,  1,  91
735597,20131230,     7, -1, 100,    18,  1,  98
735597,20131230,    19,  1, 110,    25, -1, 108
735597,20131230,    16, -1,  97,     8,  1,  94
735597,20131230,    29,  1,  83,     4, -1,  80
735597,20131230,    24, -1, 107,    13,  1,  88
735598,20131231,     1, -1,  92,     2,  1,  91
735598,20131231,    12,  1,  91,     6, -1,  76
735598,20131231,    10, -1,  94,    22,  1,  81
735598,20131231,    28, -1,  85,     5,  1,  79
735598,20131231,    26, -1, 110,    11,  1, 106
735598,20131231,    27,  1, 113,     3, -1,  92
735598,20131231,    25, -1,  98,    21,  1,  94
735598,20131231,    17, -1,  94,    14,  1,  79
735599,20140101,     7, -1,  87,    30,  1,  78
735599,20140101,    28,  1,  95,    12, -1,  82
735599,20140101,    18,  1, 124,    19, -1, 112
735599,20140101,    23, -1, 114,     8,  1, 102
735599,20140101,    13,  1, 112,     4, -1,  85
735600,20140102,     6,  1,  87,    22, -1,  81
735600,20140102,    10, -1, 123,    16,  1, 114
735600,20140102,     5,  1,  94,     2, -1,  82
735600,20140102,     3, -1,  95,    21,  1,  93
735600,20140102,    20, -1, 105,    27,  1, 101
735600,20140102,    15, -1,  99,    24,  1,  91
735600,20140102,    29,  1,  96,    17, -1,  87
735600,20140102,    25,  1, 134,     4, -1, 104
735600,20140102,    23, -1, 113,    26,  1, 104
735601,20140103,    28, -1, 101,    30,  1,  88
735601,20140103,    10, -1, 101,     1,  1, 100
735601,20140103,    19, -1,  95,     2,  1,  92
735601,20140103,    11,  1, 102,    20, -1, 100
735601,20140103,    13, -1, 119,     7,  1, 112
735601,20140103,     8,  1, 111,    15, -1, 108
735601,20140103,    14,  1, 110,    29, -1,  99
735602,20140104,    12,  1,  99,    19, -1,  82
735602,20140104,    16, -1, 110,    22,  1,  94
735602,20140104,     3,  1,  89,     6, -1,  82
735602,20140104,     5,  1,  91,     1, -1,  84
735602,20140104,    21, -1, 115,    18,  1, 111
735602,20140104,    27,  1, 116,    13, -1,  92
735602,20140104,    24,  1, 116,    17, -1, 100
735602,20140104,    23, -1, 101,    25,  1,  99
735602,20140104,     4, -1, 113,    26,  1, 103
735603,20140105,    15, -1, 112,     9,  1,  84
735603,20140105,    12, -1,  82,     6,  1,  78
735603,20140105,    16,  1, 102,    28, -1,  97
735603,20140105,    10, -1, 112,    30,  1,  96
735603,20140105,    21,  1, 119,     2, -1,  96
735603,20140105,    20, -1,  92,     7,  1,  80
735603,20140105,     8, -1, 137,    14,  1, 115
735604,20140106,    18, -1, 126,    23,  1,  95
735604,20140106,     3,  1,  91,     1, -1,  86
735604,20140106,    13,  1, 101,    22, -1,  81
735605,20140107,    30, -1,  97,     4,  1,  83
735605,20140107,     6,  1, 111,    23, -1,  93
735605,20140107,    12,  1,  86,    28, -1,  79
735605,20140107,    16,  1, 107,    19, -1,  88
735605,20140107,    20,  1,  89,     9, -1,  85
735605,20140107,     5,  1,  92,    24, -1,  87
735605,20140107,    27, -1, 110,    15,  1, 108
735605,20140107,    10, -1, 101,    17,  1,  80
735605,20140107,     7,  1, 110,    14, -1,  97
735605,20140107,     8,  1, 129,     2, -1,  98
735605,20140107,    29,  1, 112,    21, -1, 101
735605,20140107,    26,  1, 123,    25, -1, 119
735606,20140108,    27,  1, 112,     7, -1,  90
735606,20140108,    28,  1, 112,     9, -1,  91
735606,20140108,     1,  1,  97,    12, -1,  87
735606,20140108,     3,  1, 102,    10, -1,  98
735606,20140108,    24, -1, 104,    18,  1, 103
735606,20140108,    30, -1, 102,    19,  1,  96
735606,20140108,    11,  1, 113,    14, -1,  99
735606,20140108,    25,  1, 110,    22, -1,  94
735606,20140108,    13,  1, 111,     2, -1, 105
735607,20140109,    20,  1, 102,    16, -1,  92
735607,20140109,     8,  1, 101,    21, -1,  88
735608,20140110,    12,  1,  93,    30, -1,  66
735608,20140110,     9, -1, 114,    23,  1, 104
735608,20140110,     1,  1,  83,    11, -1,  80
735608,20140110,     3,  1, 104,    16, -1,  95
735608,20140110,    15,  1, 104,    24, -1,  99
735608,20140110,    18,  1, 119,     4, -1,  92
735608,20140110,     7, -1, 107,    19,  1,  90
735608,20140110,     5, -1,  81,    17,  1,  72
735608,20140110,     6, -1, 113,    29,  1, 102
735608,20140110,    26,  1, 103,    22, -1,  83
735608,20140110,    10,  1,  99,     2, -1,  97
735608,20140110,    13,  1, 123,    14, -1,  87
735609,20140111,    28,  1,  96,     3, -1,  80
735609,20140111,    11, -1, 114,    30,  1, 107
735609,20140111,     9,  1, 110,    24, -1, 108
735609,20140111,    20, -1, 102,    23,  1,  92
735609,20140111,     5,  1, 103,     4, -1,  97
735609,20140111,    21,  1, 101,    17, -1,  85
735609,20140111,     7,  1, 110,    19, -1, 107
735609,20140111,     8,  1, 120,    22, -1,  94
735609,20140111,    25,  1, 112,     2, -1, 104
735610,20140112,    15,  1, 108,     1, -1, 101
735610,20140112,    26,  1, 124,     6, -1,  80
735610,20140112,    27,  1, 104,    18, -1,  86
735611,20140113,    28,  1, 116,    17, -1,  94
735611,20140113,    11, -1, 104,     2,  1,  92
735611,20140113,    20,  1,  98,    24, -1,  96
735611,20140113,    30, -1, 102,     5,  1,  88
735611,20140113,    27, -1, 101,    19,  1,  95
735611,20140113,     7,  1, 107,    22, -1,  88
